"location","year","conc_mean","conc_sd"
"east",1750,20.2238639384623,0.121853045926917
"east",1950,17.9286553485913,0.403322148490642
"east",2020,27.9302961809218,0.306549602374107
"west",1750,24.5574050233032,0.673142537341525
"west",1950,20.9270775379422,0.998451945314603
"west",2020,41.1838272143872,15.8837892858028
